Ränta (rate),Bank,Bindningstid (loan duration),Postnummer (ZIP),Hur stort är ditt bolån (amount),När band du lånet (start date),,
"3,8",Skandiabanken,3 månader,11 346,"2,75 mkr",4/1/2012,,
"3,8",Nordea,3 månader,11 349,1220000,20120228,,
"3,8",Nordea,1 år,11349,4 mkr,4/27/2011,,
"3,8",Handelsbanken,3 månader,11 352,,,,
"3,8",Skandiabanken,Rörlig,11 355,2200000,120403,,
"3,8",SEB,3 månader,11 356,"2,2",mars 2009,,
"3,8",Nordea,3 månader,11 358,"1,85 mkr",1/27/2012,,
"3,8",Skandiabanken,3 månader,11 359,,,,
"3,8",Handelsbanken,3 månader,11 359,"1,25 mkr",Mars 2012,,
"3,8",Handelsbanken,3 månader,11 361,,,,
"3,8",Swedbank,3 månader,11 362,"1,5 mkr",12/19/2011,,
"3,8",Skandiabanken,3 månader,11 362,2300000,3/1/2012,,
"3,8",Danske Bank,Rörlig,11 362,"2,125 mkr",10-Dec,,
"3,8",Handelsbanken,2 år,11420,,,,
"3,8",Nordea,3 månader,11 424,"1,2 mkr",10/31/2003,,
"3,8",Skandiabanken,3 månader,11 425,,,,
"3,8",Skandiabanken,3 månader,11 432,,,,
"3,8",Handelsbanken,3 månader,11 437,,,,
"3,8",Skandiabanken,3 månader,11 444,,,,
"3,8",Nordea,3 månader,11 458,,,,
"3,8",Nordea,3 månader,11 458,"1,3 mkr",120306,,
"3,8",Nordea,3 månader,11 523,,,,
"3,8",SEB,3 månader,11 526,"5,2 mkr",mars 2012,,
"3,8",Nordea,3 månader,11 528,,,,
"3,8",SBAB,2 år,11529,"02.0""3","00""",10/15/2011,
"3,8",SEB,3 månader,11 530,"1,75 mkr",20120313,,
"3,8",Handelsbanken,1 år,11530,1077000,19120401,,
"3,8",Swedbank,Rörlig,11 537,"1,4",6/1/2010,,
"3,8",Danske Bank,Rörlig,11 550,"1,6",20090301,,
"3,8",Swedbank,2 år,11558,"1,1 mkr",2011,,
"3,8",Nordea,3 månader,11 623,"2,3 mkr",Februari 2012,,
"3,8",Danske Bank,Rörlig,11 625,"2,6",Februari 2009,,
"3,8",Danske Bank,Rörlig,11 635,,,,
"3,8",Nordea,3 månader,11 641,"0,5 mkr",mars 2012,,
"3,8",Nordea,3 månader,11 667,"0,8 mkr",8/1/2006,,
"3,8",Skandiabanken,3 månader,11 668,2 mkr,4/1/2012,,
"3,8",Skandiabanken,3 månader,11 668,"2,0 mkr",4/1/2012,,
"3,8",Skandiabanken,3 månader,11 728,"2,9 mkr",3/1/2010,,
"3,8",Danske Bank,3 månader,11 732,,,,
"3,8",Nordea,Rörlig,11 736,,,,
"3,8",Danske Bank,Rörlig,11 737,"2,2 mkr",2/21/2012,,
"3,8",Nordea,Rörlig,11 759,480000,120227,,
"3,8",Skandiabanken,Rörlig,11 765,,,,
"3,8",SEB,2 år,11829,"1,91",Juni 2011,,
"3,8",SBAB,3 månader,11 839,"2,3",Mars 2012,,
"3,8",Swedbank,1 år,11842,1600000,Oktober 2011,,
"3,8",Swedbank,Rörlig,11 849,,,,
"3,8",Skandiabanken,3 månader,11 849,"2,35 mkr",120202,,
"3,8",Skandiabanken,3 månader,11 850,"2,4mkr",120401,,
"3,8",Handelsbanken,3 år,11851,"1,4",20111015,,
"3,8",Handelsbanken,3 månader,11 852,"2,9 mkr",mars 2012,,
"3,8",Nordea,3 månader,11 854,,,,
"3,8",Danske Bank,Rörlig,11 858,"3,2mkr",2008,,
"3,8",Nordea,3 månader,11 865,,,,
"3,8",SEB,3 månader,12 038,"1,6",Juli 2011,,
"3,8",Swedbank,Rörlig,12 050,,,,
"3,8",Swedbank,3 månader,12 061,"2,8 mkr",Mars 2012,,
"3,8",SEB,Rörlig,12 064,"1,2 Mkr.",0,,
"3,8",SEB,3 månader,12 132,,,,
"3,8",Nordea,2 år,12132,"1,38mkr",5/15/2011,,
"3,8",Nordea,Rörlig,12 152,700000,110610,,
"3,8",Handelsbanken,Rörlig,12 244,"2,2",20120401,,
"3,8",SBAB,2 år,12248,397 tusen,2010,,
"3,8",SEB,3 månader,12 263,2,12/31/2011,,
"3,8",Nordea,3 månader,12 264,,,,
"3,8",Nordea,3 månader,12 264,,,,
"3,8",Handelsbanken,Rörlig,12 342,4200000,20120301,,
"3,8",Handelsbanken,3 månader,12 348,,,,
"3,8",Handelsbanken,3 månader,12 348,"2,5",4/1/2012,,
"3,8",Handelsbanken,2 år,12356,"07.0""5","00""",111001,
"3,8",Skandiabanken,3 månader,12 530,"4,5 mkr",Mars 2012,,
"3,8",Skandiabanken,3 månader,12 540,"1,63 mkr",3/1/2012,,
"3,8",Danske Bank,Rörlig,12 544,"4,2",1/30/2012,,
"3,8",Swedbank,3 månader,12 628,,,,
"3,8",Swedbank,2 år,12629,"2,1 mkr",2011,,
"3,8",Swedbank,3 månader,12 635,"1,5 kmr",3/1/2012,,
"3,8",Handelsbanken,3 månader,12 635,900 mkr,8/1/2010,,
"3,8",Swedbank,3 månader,12 651,1500000,120312,,
"3,8",Nordea,3 månader,12 736,,,,
"3,8",Nordea,3 månader,12 833,"1,7 mkr",3/27/2012,,
"3,8",Skandiabanken,3 månader,12 844,"3,8 mkr",20120314,,
"3,8",Swedbank,3 månader,12 848,"2,8 mkr",12-Jan,,
"3,8",Swedbank,3 månader,12 848,"2,8 mkr",12-Jan,,
"3,8",Danske Bank,3 månader,12 864,"3,6 mkr",2/29/2012,,
"3,8",Handelsbanken,Rörlig,12 938,,,,
"3,8",Nordea,3 år,12943,,,,
"3,8",Länsförsäkringar,3 månader,12 949,"2,5",4/1/2012,,
"3,8",Danske Bank,3 månader,13 135,1957500,2/20/2012,,
"3,8",Nordea,2 år,13144,"1,0 mkr",3/1/2012,,
"3,8",Danske Bank,Rörlig,13 146,"5,45 mkr",Ej bundet,,
"3,8",Skandiabanken,Rörlig,13 147,,,,
"3,8",Skandiabanken,3 månader,13 171,,,,
"3,8",SEB,3 månader,13 173,,,,
"3,8",Nordea,3 månader,13 235,"1,5",120403,,
"3,8",Handelsbanken,3 år,13236,"1,6",12-Apr,,
"3,8",Swedbank,3 månader,13 244,920000,20121205,,
"3,8",Skandiabanken,3 månader,13 252,,,,
"3,8",Handelsbanken,3 månader,13 336,700000,2012,,
"3,8",Handelsbanken,2 år,13431,,,,
"3,8",Handelsbanken,2 år,13431,,,,
"3,8",Skandiabanken,3 månader,13 432,"3,5 mkr",120201,,
"3,8",Swedbank,2 år,13433,415000,Oktober 2011,,
"3,8",Nordea,3 månader,13 435,700000,120301,,
"3,8",Handelsbanken,3 MÅN MED TAK,13 439,629000,6/15/2010,,
"3,8",Nordea,3 månader,13 442,1166000,120102,,
"3,8",Handelsbanken,3 månader,13 465,"1,25",3/1/2012,,
"3,8",Nordea,3 år,13542,450,11-Nov,,
"3,8",Nordea,2 år,13542,"0,312 mkr",11-Nov,,
"3,8",SBAB,2 år,13550,"2,9",2011,,
"3,8",Skandiabanken,3 månader,13 552,"3,1Mkr",Mars 2012,,
"3,8",Nordea,Rörlig,13 641,,,,
"3,8",Nordea,Rörlig,13 649,,,,
"3,8",Nordea,3 månader,13 667,"1,4",120328,,
"3,8",Swedbank,3 månader,13 667,"1,6 mkr",mars 2012,,
"3,8",Skandiabanken,3 månader,13 669,"2,2 mkr",4/1/2012,,
"3,8",Nordea,3 månader,13 673,"3,4 mkr",120402,,
"3,8",Skandiabanken,3 månader,13 770,"2,4mkr",120301,,
"3,8",Nordea,3 månader,13 791,"2,3",3/10/2012,,
"3,8",Handelsbanken,Rörlig,13 836,,,,
"3,8",SEB,2 år,13836,"2,45",110215,,
"3,8",Handelsbanken,2 år,13839,2125000,110601,,
"3,8",Danske Bank,Rörlig,13 934,"2,6",obundet,,
"3,8",Danske Bank,Rörlig,13 935,,,,
"3,8",Danske Bank,Rörlig,13 935,1 mkr,5/20/2005,,
"3,8",Länsförsäkringar,3 månader,13 950,"1,99 mkr",4/1/2012,,
"3,8",Swedbank,Rörlig,14 100,138000,20020301,,
"3,8",Skandiabanken,Rörlig,14 131,"2,65",Ej bunden,,
"3,8",Handelsbanken,3 månader,14 138,,,,
"3,8",Nordea,Rörlig,14 139,"2,65 mkr",2/28/2012,,
"3,8",Skandiabanken,3 månader,14 144,,,,
"3,8",SEB,Rörlig,14 151,"2,8",20120330,,
"3,8",Swedbank,3 månader,14 168,"3,25",20120228,,
"3,8",Handelsbanken,3 månader,14 170,"2,1mkr",120201,,
"3,8",Nordea,3 månader,14 172,,,,
"3,8",Nordea,3 månader,14 265,"0,77 mkr",3/7/2012,,
"3,8",SBAB,2 år,14266,,,,
"3,8",Nordea,3 månader,14 266,"5,0 mkr",2/20/2012,,
"3,8",Skandiabanken,3 månader,14 461,"2,5 mkr",120202,,
"3,8",Skandiabanken,3 månader,14 634,"2,75 mkr",3/25/2012,,
"3,8",Nordea,3 månader,14 634,"3,0 mkr",2/16/2012,,
"3,8",Swedbank,3 månader,14 638,"0,36 mkr",120222,,
"3,8",Skandiabanken,3 månader,14 891,"2,5 mkr",Mars 2012,,
"3,8",Handelsbanken,3 månader,15 021,"1,3mkr",Mars 2012,,
"3,8",Swedbank,2 år,15252,,,,
"3,8",Nordea,2 år,15591,,,,
"3,8",Handelsbanken,2 år,16344,"2,4 mkr",7/11/2011,,
"3,8",SEB,3 månader,16 347,"4,2 mkr",Mars 2012,,
"3,8",Nordea,Rörlig,16 350,"1,3 mkr",120220,,
"3,8",Nordea,3 månader,16 354,"3,5 mkr",Februari 2012,,
"3,8",Skandiabanken,3 månader,16 572,,,,
"3,8",Skandiabanken,3 månader,16 573,"2,5 mkr",20120101,,
"3,8",Nordea,3 månader,16 743,"1,4 mkr",1/20/2012,,
"3,8",Nordea,2 år,16836,"1,4 mkr",111130,,
"3,8",Skandiabanken,3 månader,16 839,2 mkr,Mars 2012,,
"3,8",Swedbank,3 månader,16 850,,,,
"3,8",Nordea,3 månader,16 853,3000000,20120118,,
"3,8",Nordea,3 månader,16 857,"2,31",2/28/2012,,
"3,8",Skandiabanken,3 månader,16 857,200000,12-Apr,,
"3,8",Nordea,3 månader,16 864,"0,99 mkr",-,,
"3,8",Handelsbanken,3 månader,16 870,,,,
"3,8",Nordea,Rörlig,16 935,"1,6",mars 2012,,
"3,8",Handelsbanken,3 månader,16 940,,,,
"3,8",SEB,3 månader,16 953,"3,9",Mars 2011,,
"3,8",Handelsbanken,Rörlig,16 954,"13,1",20120101,,
"3,8",Handelsbanken,3 månader,16 957,,,,
"3,8",Handelsbanken,3 månader,16 957,2,12-Feb,,
"3,8",Skandiabanken,3 månader,17 078,,,,
"3,8",Danske Bank,3 månader,17 157,1150000,ej bundet,,
"3,8",Handelsbanken,2 år,17266,400000,Mars 2012,,
"3,8",Handelsbanken,3 år,17266,"0,4 mkr",mars 2012,,
"3,8",Nordea,3 månader,17 278,"1,4 mkr",N/A,,
"3,8",Nordea,2 år,17278,"2,2 mkr",111215,,
"3,8",Nordea,2 år,17278,"2,2 mkr",111215,,
"3,8",Swedbank,3 månader,17 452,1300000,20111213,,
"3,8",Danske Bank,Rörlig,17 462,,,,
"3,8",Handelsbanken,3 år,17462,,,,
"3,8",Swedbank,3 månader,17 565,"0,6",2/28/2012,,
"3,8",Skandiabanken,3 månader,17 567,290000,4/1/2012,,
"3,8",Skandiabanken,3 månader,17 568,"1,6",12-Apr,,
"3,8",Handelsbanken,2 år,17569,,,,
"3,8",Swedbank,3 månader,17 743,"1,5",2011,,
"3,8",Nordea,2 år,17758,"1,1 nkr",111004,,
"3,8",Skandiabanken,3 månader,17 832,,,,
"3,8",SEB,3 månader,17 963,"1,7",20120320,,
"3,8",Skandiabanken,Rörlig,18 135,,,,
"3,8",Skandiabanken,3 månader,18 140,3566000,3/31/2012,,
"3,8",Danske Bank,3 månader,18 140,,,,
"3,8",Skandiabanken,3 månader,18 140,"5,3 mkr",12-Apr,,
"3,8",Swedbank,Rörlig,18 141,,,,
"3,8",Handelsbanken,3 månader,18 145,"2,7",4/1/2012,,
"3,8",Nordea,3 månader,18 147,850000,1/1/2012,,
"3,8",Handelsbanken,3 månader,18 148,,,,
"3,8",Handelsbanken,2 år,18156,"5,2",20120328,,
"3,8",Handelsbanken,1 år,18159,"1,0 mkr",20111001,,
"3,8",Handelsbanken,3 månader,18 161,4000000,20120329,,
"3,8",SEB,3 månader,18 166,,,,
"3,8",Skandiabanken,3 månader,18 235,"2,1 mkr",4/1/2012,,
"3,8",Handelsbanken,2 år,18239,,,,
"3,8",Skandiabanken,3 månader,18 239,,,,
"3,8",Handelsbanken,2 år,18245,,,,
"3,8",Danske Bank,3 månader,18 246,"2,7 mkr",1/15/2009,,
"3,8",Danske Bank,Rörlig,18 247,"1,65",ej bundet,,
"3,8",Skandiabanken,3 månader,18 264,"2,2 mkr",4/1/2012,,
"3,8",Swedbank,3 månader,18 268,"1,5",111009,,
"3,8",Skandiabanken,Rörlig,18 273,"3,4",120401,,
"3,8",Skandiabanken,3 månader,18 273,"3,4 mkr",3/30/2012,,
"3,8",Nordea,3 månader,18 275,3 mkr,Augusti 2005,,
"3,8",SEB,3 månader,18 278,"2,45",12-Jan,,
"3,8",Skandiabanken,3 månader,18 279,"4,9",2012,,
"3,8",SEB,Rörlig,18 296,2 mkr,?,,
"3,8",Skandiabanken,Rörlig,18 330,2250000,3/1/2012,,
"3,8",Danske Bank,Rörlig,18 351,3500000,4/1/2012,,
"3,8",Skandiabanken,3 månader,18 356,4 mkr,120301,,
"3,8",Skandiabanken,3 månader,18 357,"4,2 MKR",3/30/2012,,
"3,8",Danske Bank,Rörlig,18 363,"7,4",2003,,
"3,8",Skandiabanken,3 månader,18 363,"2,5 mkr",4/1/2012,,
"3,8",Skandiabanken,3 månader,18 365,,,,
"3,8",Nordea,3 månader,18 367,,,,
"3,8",Skandiabanken,Rörlig,18 432,,,,
"3,8",Swedbank,Rörlig,18 437,,,,
"3,8",Nordea,3 månader,18 452,1 mkr,Rörlig 3 månader,,
"3,8",Nordea,3 månader,18 460,,,,
"3,8",Skandiabanken,3 månader,18 460,"2,5 mkr",120401,,
"3,8",Skandiabanken,Rörlig,18 492,,,,
"3,8",Swedbank,Rörlig,18 592,"1,150 mkr",20120215,,
"3,8",Skandiabanken,3 månader,18 594,"3,8 mkr",2/1/2012,,
"3,8",Swedbank,3 månader,18 594,"6,4 mkr",20111231,,
"3,8",Nordea,3 månader,18 635,850000,120401,,
"3,8",Skandiabanken,3 månader,18 645,"02.0""4","00""",120301,
"3,8",Skandiabanken,Rörlig,18 654,"1,6",1/1/2012,,
"3,8",Nordea,3 månader,18 691,"3,5 mkr",120330,,
"3,8",Skandiabanken,3 månader,18 734,"3,35",20120331,,
"3,8",SEB,3 månader,18 741,"1,9",20110815,,
"3,8",Skandiabanken,3 månader,18 746,,,,
"3,8",Skandiabanken,Rörlig,18 762,"3,8",3/1/2012,,
"3,8",Nordea,Rörlig,18 768,"2,2 mkr",20120424,,
"3,8",SEB,3 månader,19 138,4miljoner,20120326,,
"3,8",Nordea,3 månader,19 138,3 mkr,1/27/2012,,
"3,8",Skandiabanken,3 månader,19 139,,,,
"3,8",Skandiabanken,3 månader,19 139,"2,1 mkr",3/1/2012,,
"3,8",Nordea,3 månader,19 141,"0,9 mkr",Januari 2012,,
"3,8",Swedbank,1 år,19142,800000,111217,,
"3,8",Skandiabanken,3 månader,19 143,"3,4",4/1/2012,,
"3,8",Handelsbanken,2 år,19251,"1,7",120215,,
"3,8",Skandiabanken,3 månader,19 251,"2,2 mkr",120201,,
"3,8",Handelsbanken,2 år,19253,,,,
"3,8",SEB,3 månader,19 255,"2,8 mkr",12-Apr,,
"3,8",Skandiabanken,3 månader,19 259,,,,
"3,8",Nordea,3 månader,19 266,"3,0 mkr",Mars 2012,,
"3,8",SEB,Rörlig,19 272,,,,
"3,8",Skandiabanken,3 månader,19 272,"2,5 mkr",8-Dec,,
"3,8",Skandiabanken,3 månader,19 273,"2,25 mkr",2/1/2012,,
"3,8",Skandiabanken,3 månader,19 277,,,,
"3,8",Skandiabanken,3 månader,19 331,"2,6",1/1/2012,,
"3,8",Skandiabanken,Rörlig,19 331,"3,6",3/1/2012,,
"3,8",Handelsbanken,3 månader,19 331,"3,8",4/1/2012,,
"3,8",Swedbank,3 månader,19 391,"2,5 mkr",Mars 2012,,
"3,8",Nordea,Rörlig,19 438,"1,2",110901,,
"3,8",Nordea,3 månader,19 468,,,,
"3,8",Handelsbanken,3 månader,19 592,,,,
"3,8",Handelsbanken,2 år,19593,900000,11-Nov,,
"3,8",Skandiabanken,3 månader,19 631,"2,1 mkr",120401,,
